-0.0774296, 159
-0.032, 64
-0.0745, 160
-0.032, 64
-0.1095, 226
-0.078, 162
-0.0165, 35
-0.051, 106
-0.117, 243
-0.0525421, 105
-0.0932297, 188
-0.041, 86
-0.0275, 57
-0.133518, 277
-0.161, 336
-0.171086, 341
-0.074418, 150
-0.12574, 261
-0.0175, 37
-0.5115, 1057
-0.028, 59
-0.0404841, 80
-0.4215, 879
-0.413, 851
-0.0425421, 84
-0.7215, 1496
-0.0205, 46
-0.420393, 803
-0.0457162, 92
-0.109653, 228
-0.0716853, 147
-0.096219, 195
-0.222975, 446
-0.066416, 133
-0.0285, 59
-0.046, 94
-0.129693, 265
-0.091, 192
-0.0835, 173
-0.267237, 528
-0.0185, 40
-0.0515189, 103
-0.1285, 267
-0.133666, 258
-0.194517, 391
0.249387, 322
-0.617051, 356
-0.0175, 38
-0.149991, 297
-0.0515, 106
-0.033, 66
0.428022, 216
-0.705376, 307
-0.0175, 37
-0.212032, 411
-0.032, 64
-0.154129, 258
-0.3994, 541
-0.044, 92
-0.118, 241
-0.103, 214
-0.0600473, 121
-0.24428, 425
-0.282936, 527
-0.109, 227
-0.243, 505
-0.0425, 90
-0.108, 220
-0.044, 95
-0.032, 64
0.424932, 218
-0.0621308, 178
-0.613304, 37
-0.132133, 258
-0.032, 64
-0.0653579, 130
-0.128, 268
-0.0901305, 182
-0.15529, 317
-0.032, 64
0.225414, 334
-0.447258, 70
-0.04, 85
0.489392, 178
-0.659969, 126
-0.0285, 59
-0.0665, 138
-0.242757, 472
-0.115, 241
-0.0375, 76
-0.032, 64
0.416719, 226
-0.120869, 219
-0.698966, 285
-0.0375, 79
-0.162223, 263
-0.0215, 49
-0.0985, 201
0.489392, 178
-0.627806, 64
-0.114485, 221
0.489392, 178
-0.656224, 120
-0.0565, 116
-0.397854, 751
-0.0175, 37
-0.153572, 295
0.489392, 178
-0.106412, 177
-0.832147, 466
-0.279437, 564
-0.111, 228
-0.0385, 79
-0.0918348, 177
-0.0848175, 174
-0.178579, 346
-0.0285, 60
-0.274939, 443
-0.157, 331
-0.0789128, 158
-0.0285, 59
-0.032, 64
0.196094, 362
-0.45585, 134
-0.155954, 305
-0.032, 64
0.489244, 177
-0.106562, 177
-0.681804, 181
-0.663777, 1073
0.489392, 177
-0.106458, 177
-0.106412, 177
-0.106412, 178
-0.735304, 296
-0.0195, 41
0.489392, 177
-0.613305, 37
0.489244, 177
-0.170071, 219
-0.583524, 64
0.489244, 177
-0.669305, 151
0.425734, 219
-0.377504, 608
-0.16023, 219
-0.636024, 173
0.425734, 219
-0.790928, 350
-0.032, 64
0.489244, 177
-0.627806, 64
0.489244, 177
-0.106562, 177
-0.106412, 177
-0.106412, 178
-1.21963, 1056
-0.153, 318
-0.0899338, 182
-0.280143, 486
0.45957, 200
-0.208761, 257
-0.563825, 102
-0.0773904, 155
-0.032, 64
0.489244, 177
-0.785804, 402
-0.0365, 75
0.459934, 200
-0.086881, 177
-0.170071, 219
-0.592023, 86
0.489244, 177
-0.645805, 103
0.425154, 224
-0.643631, 178
-0.326126, 651
0.489244, 177
-0.627806, 64
0.489244, 177
-0.804887, 311
0.425734, 219
-0.0622801, 177
-0.106412, 177
-0.106412, 178
-0.632304, 75
0.425734, 219
-0.0621308, 177
-0.613305, 37
0.489244, 177
-0.170071, 219
-0.0621308, 178
-0.634305, 78
-0.0165, 35
0.489244, 177
-0.627806, 64
0.489244, 177
-0.106562, 177
-0.106412, 177
-0.106412, 178
-0.711304, 240
0.489392, 177
-0.170071, 219
-0.571023, 44
-0.032, 64
0.489244, 177
-0.265953, 275
-0.73706, 517
-0.107, 221
-0.032, 64
0.489244, 177
-0.890805, 608
0.489392, 178
-0.627806, 64
0.489244, 177
-0.106562, 177
-0.106412, 177
-0.106412, 178
-0.620305, 53
0.489392, 178
-0.170071, 219
-0.125789, 219
0.160398, 902
-0.0740107, 357
-0.405658, 35
0.459934, 199
-0.674624, 203
0.247811, 327
0.0607251, 177
-0.674992, 155
0.489244, 177
-0.667305, 147
-0.0175, 38
0.489244, 177
-0.627806, 64
0.489244, 177
-0.106562, 177
-0.106412, 177
-0.106412, 178
-0.170071, 219
-0.133255, 231
-0.586103, 82
0.425734, 219
-0.583524, 64
0.489244, 177
-0.836385, 481
0.459388, 200
-0.15039, 219
-0.0622801, 177
-0.730306, 257
0.489244, 177
-0.634305, 84
-0.0896102, 172
0.425734, 219
-0.0621308, 177
-0.627806, 64
0.489244, 177
-0.106562, 177
-0.106412, 177
-0.637304, 87
-0.531219, 1020
0.425734, 219
-0.0621308, 178
-0.106412, 178
-0.170071, 219
-0.125789, 219
-0.625523, 155
0.489244, 177
-0.757442, 277
-0.032, 64
0.489244, 177
-0.674332, 159
0.416488, 231
-0.282435, 470
