-0.121202, 24
-0.06, 12
-0.135, 27
-0.11, 22
-0.66, 132
-0.05, 10
-0.05, 10
-0.13, 26
-0.795262, 154
-0.27, 54
-0.05, 10
-0.05, 10
-0.165, 33
-0.66, 132
-0.200064, 40
-0.05, 10
-0.08, 16
-0.215, 43
-0.095, 19
-0.05, 10
-1.38602, 272
-0.05, 10
-3.94714, 769
-0.05, 10
-0.69, 138
-0.05, 10
-0.08, 16
-0.05, 10
-0.05, 10
-3.9978, 782
-0.05, 10
-0.110754, 22
-9.86428, 1871
-0.345, 69
-0.115, 23
-0.05, 10
-0.085, 17
-1.44031, 277
-0.11, 22
-0.06, 12
-0.389115, 66
-0.05, 10
-3.66872, 713
-0.185, 37
-0.05, 10
-0.08, 16
-0.06, 12
-0.25, 50
-0.115, 23
-2.07703, 402
-0.84, 168
-0.05, 10
-0.05, 10
-0.08, 16
-0.1, 20
-0.375568, 75
-0.08, 16
-0.08, 16
-7.35521, 1445
-0.765753, 153
-2.1694, 400
-0.05, 10
-0.176536, 30
-1.57621, 304
-0.05, 10
-0.09, 18
-0.125, 25
-0.08, 16
-1.85741, 498
-0.488838, 16
-0.06, 12
-0.255568, 51
-0.285568, 57
-0.175, 35
-0.28, 56
-1.41473, 274
-0.295, 59
-1.375, 275
-0.08, 16
-0.66, 132
-1.1242, 218
-0.09, 18
-0.05, 10
-0.085, 17
-0.05, 10
-0.110754, 22
-0.08, 16
-0.05, 10
-0.05, 10
-2.70509, 524
-0.05, 10
-0.1, 20
-0.210568, 42
-0.66, 132
-6.99689, 1450
-0.69, 138
-3.13494, 528
-1.57532, 276
-0.09, 18
-0.745, 149
-0.155, 31
-0.05, 10
-0.11, 22
-0.05, 10
-3.67251, 694
-0.176166, 34
-0.110754, 22
-0.08, 16
-0.085, 17
-0.66, 132
-0.66, 132
-0.66, 132
-0.30113, 55
-0.05, 10
-0.05, 10
-0.05, 10
-0.05, 10
-0.05, 10
-0.66, 132
-0.05, 10
-0.69, 138
-0.1, 20
-1.28, 256
-0.05, 10
-0.08, 16
-0.05, 10
-0.06, 12
-0.05, 10
-0.05, 10
-0.05, 10
-0.08, 16
-0.05, 10
-0.1, 20
-0.66, 132
-0.05, 10
-0.05, 10
-0.095, 19
-0.05, 10
-0.05, 10
-0.06, 12
-0.08, 16
-0.05, 10
-0.05, 10
-0.08, 16
-0.11, 22
-0.265, 53
-0.085, 17
-0.05, 10
-0.110754, 22
-0.66, 132
-0.06, 12
-0.085, 17
-0.08, 16
-0.15, 30
-1.55532, 272
-0.05, 10
-0.135, 27
-0.06, 12
-0.05, 10
-0.05, 10
-0.05, 10
-0.085, 17
-0.115, 23
-0.135, 27
-0.05, 10
-0.08, 16
-0.05, 10
-0.05, 10
-0.05, 10
-0.05, 10
-0.11, 22
-0.1, 20
-0.05, 10
-0.110754, 22
-0.05, 10
-0.05, 10
-0.05, 10
-0.05, 10
-0.09, 18
-0.13, 26
-0.08, 16
-0.05, 10
-0.085, 17
-0.17, 34
-0.05, 10
-0.05, 10
-0.085, 17
-0.085, 17
-0.160568, 32
-0.06, 12
-0.08, 16
-0.06, 12
-0.11, 22
-1.09102, 218
-0.748126, 144
-0.08, 16
-0.08, 16
-0.11, 22
-0.05, 10
-0.05, 10
-0.18, 36
-0.06, 12
-0.05, 10
-0.08, 16
-0.05, 10
-0.05, 10
-0.05, 10
-0.05, 10
-0.1, 20
-0.06, 12
-0.05, 10
-0.05, 10
-0.09, 18
-0.085, 17
-0.05, 10
-0.135, 27
-0.195, 39
-0.05, 10
-0.110754, 22
-0.05, 10
-0.08, 16
-0.05, 10
-0.05, 10
-0.955, 191
-0.890567, 178
-0.66, 132
-0.06, 12
-0.110754, 22
-3.965, 768
-0.08, 16
-0.06, 12
-0.66, 132
-0.191302, 38
-0.05, 10
-0.05, 10
-0.05, 10
-0.095, 19
-0.05, 10
-0.05, 10
-0.06, 12
-0.110754, 22
-0.110754, 22
-0.2, 40
-0.110754, 22
-0.185, 37
-0.05, 10
-0.05, 10
-0.05, 10
-0.08, 16
-0.05, 10
-0.115, 23
-0.69, 138
-0.06, 12
-0.05, 10
-0.05, 10
-0.115, 23
-0.08, 16
-0.08, 16
-0.66, 132
-0.08, 16
-0.05, 10
-0.05, 10
-2.12557, 425
-0.06, 12
-0.06, 12
-4.19843, 812
-0.08, 16
-0.14, 28
-0.115, 23
-0.110754, 22
-0.085, 17
-0.05, 10
-0.08, 16
-0.08, 16
-0.05, 10
-0.05, 10
-0.14, 28
-0.09, 18
-0.05, 10
-0.05, 10
-0.05, 10
-0.05, 10
-0.110754, 22
-0.05, 10
-0.110754, 22
-0.1, 20
-0.085, 17
-0.11, 22
-0.05, 10
-0.16, 32
-0.05, 10
-0.05, 10
-0.05, 10
-0.05, 10
-0.06, 12
-0.05, 10
-0.08, 16
-0.05, 10
-0.05, 10
-0.05, 10
-0.320568, 64
-0.66, 132
-0.110754, 22
-0.06, 12
-0.66, 132
-0.235037, 41
-0.21, 42
-0.06, 12
-0.05, 10
-0.1, 20
-0.05, 10
-0.05, 10
-0.08, 16
-0.05, 10
-0.06, 12
-0.09, 18
-0.110754, 22
-0.05, 10
-0.05, 10
-0.085, 17
-0.05, 10
-0.05, 10
-0.05, 10
-0.05, 10
-0.11, 22
-0.66, 132
-0.05, 10
-0.06, 12
-0.115, 23
-0.66, 132
-0.05, 10
-0.085, 17
-0.05, 10
-0.1, 20
-0.05, 10
-0.05, 10
-0.215, 43
-0.06, 12
-0.08, 16
-0.06, 12
-0.085, 17
-0.1, 20
-0.135, 27
-0.69, 138
-0.08, 16
-0.135, 27
-0.05, 10
-0.08, 16
-0.66, 132
-0.08, 16
-0.05, 10
-0.05, 10
-0.05, 10
-0.05, 10
-0.110754, 22
-0.66, 132
-0.05, 10
-1.66391, 298
-0.05, 10
-0.08, 16
-0.05, 10
-0.05, 10
-0.110754, 22
-0.05, 10
-0.05, 10
-0.06, 12
-0.09, 18
-0.66, 132
-0.05, 10
-0.05, 10
-0.05, 10
-0.08, 16
-0.085, 17
-0.06, 12
-0.05, 10
-0.05, 10
-0.05, 10
-0.05, 10
-0.110754, 22
-0.05, 10
-0.05, 10
-0.12, 24
-0.05, 10
-0.06, 12
-0.69, 138
-0.66, 132
-0.05, 10
-0.05, 10
-0.110754, 22
-0.05, 10
-0.1, 20
-0.1, 20
-0.05, 10
